6.385900000000000354e+00 2.570000000000000062e-02 5.656600000000000072e+00 1.813759999999999906e+01 1.904390000000000072e+01 9.487999999999999545e+00 2.669299999999999784e+00
6.385399999999999743e+00 2.589999999999999941e-02 5.681000000000000050e+00 1.725919999999999987e+01 1.716499999999999915e+01 9.131600000000000605e+00 2.658799999999999830e+00
6.380899999999999572e+00 3.280000000000000276e-02 5.730500000000000149e+00 1.456760000000000055e+01 1.185030000000000072e+01 9.168499999999999872e+00 2.652400000000000091e+00
6.378400000000000070e+00 4.270000000000000184e-02 6.291000000000000369e+00 1.280349999999999966e+01 9.213699999999999335e+00 9.345700000000000784e+00 2.638799999999999812e+00
6.378700000000000259e+00 4.349999999999999700e-02 6.738900000000000112e+00 1.367939999999999934e+01 1.046809999999999974e+01 9.294299999999999784e+00 2.622700000000000031e+00
6.382200000000000095e+00 4.220000000000000140e-02 7.452700000000000102e+00 1.555640000000000001e+01 1.338170000000000037e+01 9.632899999999999352e+00 2.628099999999999881e+00
6.389599999999999724e+00 5.000000000000000278e-02 8.784499999999999531e+00 8.396399999999999864e+00 6.844400000000000261e+00 9.871199999999999974e+00 2.628400000000000070e+00
6.394899999999999807e+00 6.590000000000000024e-02 9.207200000000000273e+00 4.486200000000000188e+00 3.771599999999999842e+00 9.118000000000000327e+00 2.591800000000000104e+00
6.394400000000000084e+00 7.810000000000000275e-02 8.457800000000000651e+00 6.900000000000000355e+00 5.800500000000000433e+00 8.637399999999999523e+00 2.553900000000000059e+00
6.391499999999999737e+00 8.029999999999999638e-02 6.694700000000000095e+00 7.097299999999999720e+00 6.007500000000000284e+00 8.904899999999999594e+00 2.536200000000000010e+00
6.389999999999999680e+00 8.060000000000000497e-02 5.197400000000000020e+00 4.986399999999999721e+00 4.312000000000000277e+00 9.083399999999999253e+00 2.541100000000000136e+00
6.387000000000000455e+00 8.199999999999998956e-02 4.953500000000000014e+00 4.158800000000000274e+00 3.509700000000000042e+00 8.877200000000000202e+00 2.545300000000000118e+00
6.386000000000000121e+00 8.359999999999999376e-02 5.117600000000000371e+00 3.819599999999999884e+00 3.186700000000000088e+00 8.874000000000000554e+00 2.537700000000000067e+00
6.387299999999999756e+00 8.450000000000000566e-02 5.102100000000000080e+00 3.869499999999999940e+00 3.250399999999999956e+00 9.302500000000000213e+00 2.538600000000000190e+00
6.385500000000000398e+00 8.459999999999999465e-02 4.947899999999999743e+00 3.814999999999999947e+00 3.200000000000000178e+00 9.550300000000000011e+00 2.541599999999999859e+00
6.384100000000000108e+00 8.319999999999999618e-02 5.148100000000000342e+00 3.719100000000000072e+00 3.090199999999999836e+00 9.863400000000000389e+00 2.523800000000000043e+00
6.381400000000000183e+00 7.580000000000000626e-02 5.922100000000000364e+00 3.673200000000000021e+00 3.017599999999999838e+00 9.727399999999999380e+00 2.528000000000000025e+00
6.385900000000000354e+00 6.560000000000000553e-02 6.271499999999999631e+00 4.637999999999999901e+00 3.947499999999999787e+00 9.302199999999999136e+00 2.575600000000000112e+00
6.397400000000000198e+00 6.169999999999999790e-02 6.259500000000000064e+00 7.047999999999999154e+00 6.020800000000000374e+00 9.391500000000000625e+00 2.608600000000000030e+00
6.402099999999999902e+00 6.029999999999999943e-02 6.510399999999999743e+00 9.241199999999999193e+00 7.563299999999999912e+00 9.658099999999999241e+00 2.611400000000000166e+00
6.399899999999999700e+00 5.539999999999999786e-02 6.827600000000000335e+00 1.032729999999999926e+01 8.220900000000000318e+00 9.840500000000000469e+00 2.615899999999999892e+00
6.392199999999999882e+00 5.200000000000000455e-02 6.842900000000000205e+00 1.011509999999999998e+01 7.997399999999999842e+00 9.951200000000000045e+00 2.636400000000000077e+00
6.387299999999999756e+00 5.050000000000000322e-02 6.525599999999999845e+00 1.103420000000000023e+01 8.507500000000000284e+00 9.573499999999999233e+00 2.647699999999999942e+00
6.387800000000000367e+00 4.639999999999999680e-02 6.742200000000000415e+00 1.375719999999999921e+01 1.068200000000000038e+01 9.101300000000000168e+00 2.623699999999999921e+00
6.393600000000000172e+00 4.359999999999999987e-02 7.568999999999999950e+00 1.410500000000000043e+01 1.102759999999999962e+01 9.198800000000000310e+00 2.594100000000000072e+00
6.410800000000000054e+00 4.580000000000000043e-02 7.706299999999999706e+00 1.213380000000000081e+01 9.309300000000000352e+00 9.560200000000000031e+00 2.588400000000000034e+00
6.423799999999999955e+00 4.789999999999999813e-02 7.306099999999999817e+00 7.693200000000000038e+00 6.322199999999999598e+00 9.710900000000000531e+00 2.598999999999999755e+00
6.427800000000000402e+00 4.939999999999999947e-02 7.402000000000000135e+00 8.977100000000000080e+00 7.131199999999999761e+00 9.409700000000000841e+00 2.609199999999999964e+00
6.428899999999999615e+00 5.160000000000000003e-02 7.548099999999999810e+00 1.076960000000000051e+01 8.342299999999999827e+00 9.242100000000000648e+00 2.610899999999999999e+00
6.427299999999999791e+00 5.249999999999999806e-02 7.322199999999999598e+00 1.262330000000000041e+01 9.647700000000000387e+00 9.011599999999999611e+00 2.617199999999999971e+00
6.427900000000000169e+00 5.530000000000000193e-02 7.326399999999999579e+00 9.695700000000000429e+00 7.717500000000000249e+00 8.475600000000000023e+00 2.627800000000000136e+00
6.430600000000000094e+00 5.879999999999999810e-02 7.277599999999999625e+00 7.997999999999999332e+00 6.580199999999999605e+00 8.614499999999999602e+00 2.623099999999999987e+00
6.429700000000000415e+00 5.879999999999999810e-02 6.641099999999999781e+00 7.270999999999999908e+00 6.086700000000000443e+00 9.151300000000000878e+00 2.607299999999999951e+00
6.423700000000000188e+00 5.920000000000000262e-02 6.639400000000000190e+00 7.643900000000000361e+00 6.395800000000000374e+00 9.193899999999999295e+00 2.606899999999999995e+00
6.421800000000000175e+00 6.210000000000000242e-02 7.291699999999999626e+00 8.074699999999999989e+00 6.730800000000000338e+00 9.043300000000000338e+00 2.603099999999999969e+00
6.422999999999999154e+00 6.419999999999999318e-02 7.465399999999999814e+00 8.064899999999999736e+00 6.742399999999999949e+00 9.203799999999999315e+00 2.590500000000000025e+00
6.422999999999999154e+00 6.610000000000000597e-02 7.220600000000000129e+00 6.645199999999999996e+00 5.739600000000000257e+00 9.520500000000000185e+00 2.588799999999999990e+00
6.422600000000000087e+00 7.040000000000000424e-02 6.853399999999999714e+00 6.014800000000000146e+00 5.276799999999999713e+00 9.708000000000000185e+00 2.585700000000000109e+00
6.417999999999999261e+00 7.330000000000000404e-02 7.074900000000000411e+00 5.570500000000000007e+00 4.930500000000000327e+00 9.515499999999999403e+00 2.582899999999999974e+00
6.419999999999999929e+00 7.030000000000000138e-02 7.267999999999999794e+00 5.094899999999999984e+00 4.541500000000000092e+00 8.952700000000000102e+00 2.573799999999999866e+00
6.428700000000000081e+00 6.890000000000000291e-02 6.593200000000000394e+00 4.775999999999999801e+00 4.229000000000000092e+00 8.712899999999999423e+00 2.554499999999999993e+00
6.433200000000000252e+00 7.389999999999999347e-02 6.481799999999999784e+00 4.588300000000000267e+00 4.042699999999999960e+00 8.987099999999999866e+00 2.537300000000000111e+00
6.427100000000000257e+00 7.950000000000000122e-02 7.024600000000000399e+00 4.544400000000000439e+00 4.007600000000000051e+00 9.300100000000000477e+00 2.539000000000000146e+00
6.418099999999999916e+00 8.219999999999999529e-02 7.062100000000000044e+00 5.077799999999999869e+00 4.561399999999999899e+00 9.438599999999999213e+00 2.553799999999999848e+00
6.421899999999999942e+00 8.210000000000000631e-02 6.879299999999999748e+00 4.919999999999999929e+00 4.394700000000000273e+00 9.444599999999999440e+00 2.559699999999999864e+00
6.431099999999999817e+00 8.060000000000000497e-02 6.493999999999999773e+00 4.516200000000000436e+00 3.980399999999999938e+00 9.348699999999999122e+00 2.565799999999999859e+00
6.428899999999999615e+00 7.969999999999999307e-02 5.927200000000000024e+00 4.786200000000000010e+00 4.223300000000000054e+00 9.184400000000000119e+00 2.569399999999999906e+00
6.420799999999999841e+00 8.199999999999998956e-02 5.722500000000000142e+00 5.092699999999999783e+00 4.509800000000000253e+00 8.861499999999999488e+00 2.570300000000000029e+00
6.420899999999999608e+00 8.419999999999999707e-02 5.242999999999999439e+00 5.047500000000000320e+00 4.451600000000000001e+00 8.986100000000000421e+00 2.581700000000000106e+00
6.424699999999999633e+00 8.129999999999999727e-02 4.914699999999999847e+00 5.111600000000000144e+00 4.508099999999999774e+00 9.413199999999999790e+00 2.586800000000000210e+00
6.424400000000000333e+00 7.409999999999999920e-02 5.395199999999999996e+00 5.178499999999999659e+00 4.567099999999999937e+00 9.652300000000000324e+00 2.562699999999999978e+00
6.426599999999999646e+00 6.679999999999999827e-02 5.678899999999999615e+00 5.230999999999999872e+00 4.593799999999999883e+00 9.744999999999999218e+00 2.526999999999999691e+00
6.426899999999999835e+00 6.439999999999999891e-02 6.063299999999999912e+00 4.988999999999999879e+00 4.317300000000000360e+00 9.455500000000000682e+00 2.512100000000000222e+00
6.424199999999999910e+00 7.030000000000000138e-02 6.374100000000000321e+00 4.777499999999999858e+00 4.075899999999999856e+00 9.421599999999999753e+00 2.506299999999999972e+00
6.422500000000000320e+00 8.129999999999999727e-02 5.596700000000000230e+00 4.907899999999999707e+00 4.208599999999999675e+00 9.888799999999999812e+00 2.504700000000000149e+00
6.422900000000000276e+00 9.439999999999999780e-02 4.852500000000000036e+00 3.731000000000000316e+00 3.062500000000000000e+00 9.423000000000000043e+00 2.553799999999999848e+00
6.427699999999999747e+00 9.070000000000000284e-02 5.064000000000000057e+00 3.629100000000000215e+00 2.964100000000000179e+00 9.273099999999999454e+00 2.608299999999999841e+00
6.427100000000000257e+00 8.719999999999999973e-02 5.186399999999999899e+00 3.645900000000000141e+00 2.976399999999999935e+00 9.342900000000000205e+00 2.636200000000000099e+00
6.425500000000000433e+00 8.169999999999999485e-02 5.232099999999999973e+00 3.869699999999999918e+00 3.167400000000000215e+00 9.625299999999999301e+00 2.637000000000000011e+00
6.420200000000000351e+00 7.470000000000000251e-02 5.761000000000000121e+00 4.721999999999999531e+00 3.994499999999999940e+00 9.893599999999999284e+00 2.633000000000000007e+00
6.417900000000000382e+00 6.829999999999999960e-02 6.235500000000000043e+00 6.889400000000000190e+00 5.854199999999999626e+00 9.403999999999999915e+00 2.635800000000000143e+00
6.426599999999999646e+00 5.999999999999999778e-02 6.615700000000000358e+00 7.980500000000000149e+00 6.575400000000000134e+00 8.949400000000000688e+00 2.643999999999999684e+00
6.431300000000000239e+00 5.400000000000000633e-02 7.622799999999999798e+00 7.167200000000000237e+00 5.979599999999999582e+00 9.573800000000000310e+00 2.638199999999999878e+00
6.417999999999999261e+00 5.149999999999999717e-02 7.577700000000000102e+00 1.092520000000000024e+01 8.180600000000000094e+00 9.720299999999999940e+00 2.643200000000000216e+00
6.415099999999999802e+00 4.909999999999999781e-02 7.412899999999999601e+00 1.386289999999999978e+01 1.057019999999999982e+01 9.579800000000000537e+00 2.637999999999999901e+00
6.414600000000000080e+00 4.769999999999999934e-02 8.447800000000000864e+00 1.426249999999999929e+01 1.120390000000000086e+01 9.944399999999999906e+00 2.628400000000000070e+00
6.420399999999999885e+00 4.819999999999999979e-02 1.022749999999999915e+01 7.785099999999999909e+00 6.143699999999999939e+00 9.969200000000000728e+00 2.637599999999999945e+00
6.428499999999999659e+00 5.059999999999999915e-02 1.085849999999999937e+01 5.371500000000000163e+00 4.480999999999999872e+00 9.527200000000000557e+00 2.654300000000000104e+00
6.427200000000000024e+00 5.099999999999999672e-02 9.247700000000000031e+00 1.125459999999999994e+01 8.164600000000000080e+00 9.557700000000000529e+00 2.653000000000000025e+00
6.416299999999999670e+00 4.469999999999999668e-02 7.828599999999999781e+00 1.364969999999999928e+01 1.059580000000000055e+01 9.714600000000000790e+00 2.635099999999999998e+00
